[2025-09-11 22:46:55] CREACION: Nuevo árbol binario creado
[2025-09-11 22:46:55] INICIO: INICIADO...
[2025-09-11 22:46:58] ERROR: Entrada inválida en menú principal
[2025-09-11 22:47:01] ERROR: Opción de menú inválida: -9
[2025-09-11 22:47:07] ERROR: Opción de menú inválida: 10
[2025-09-11 22:47:10] ERROR: Intento de búsqueda en árbol vacío
[2025-09-11 22:48:41] BUSQUEDA: Empleado encontrado en árbol - ID: 1
[2025-09-11 22:48:43] ELIMINACION: Empleado eliminado del árbol - ID: 1
[2025-09-11 22:48:43] ELIMINACION: Empleado eliminado exitosamente: [1] Carlos García
[2025-09-11 22:48:48] IMPRESION: Iniciando impresión de la estructura del árbol
[2025-09-11 22:48:48] RECORRIDO: Iniciando recorrido InOrden
[2025-09-11 22:48:49] RECORRIDO: Iniciando recorrido PreOrden
[2025-09-11 22:48:49] RECORRIDO: Iniciando recorrido PostOrden
[2025-09-11 22:48:49] IMPRESION: Estructura del árbol impresa exitosamente
[2025-09-11 22:48:54] COMPARACION: Iniciando comparación de rendimiento arreglo vs árbol
[2025-09-11 22:48:54] COMPARACION: Arreglo de 10000 empleados creado y mezclado
[2025-09-11 22:48:54] CREACION: Nuevo árbol binario creado
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10489] Luis Morales
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2491] Roberto Morales
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6341] Carlos Cruz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1684] Laura Morales
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7914] Rosa Sánchez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10750] Elena Cruz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8810] Elena Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8741] Carlos Cruz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8613] Miguel García
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10835] Fernando Ruiz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1136] Isabel Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5777] Antonio Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1650] Elena Hernández
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1977] Antonio Flores
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4217] Antonio García
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1599] Javier Gómez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4060] Ana Jiménez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3210] Elena Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5507] Diego Sánchez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5843] Juan Rodríguez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4087] Diego Morales
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6997] Antonio Torres
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2295] Fernando Pérez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6851] Roberto Hernández
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7492] Patricia Pérez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6884] Laura Morales
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8417] Antonio Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10379] Javier Flores
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3192] Patricia Gómez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7539] Javier Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7410] Elena García
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2511] Roberto Muñoz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10469] Luis Jiménez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2721] Carlos Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9917] Antonio Sánchez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5454] Rosa Rodríguez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5701] Carlos Muñoz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7615] Fernando Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10056] Isabel Hernández
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10754] Rosa Cruz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1323] Juan Álvarez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5249] Luis Hernández
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5903] Juan Sánchez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2986] Sofía Torres
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2800] Ana Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6321] Carlos Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10087] Diego Morales
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3128] Carmen Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6041] Carlos Hernández
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6756] Isabel Cruz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8454] Rosa Hernández
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1084] Laura Pérez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7221] Carlos Ruiz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7631] Roberto Ruiz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6698] Mónica Pérez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8498] Mónica Morales
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8425] Pedro Ruiz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9137] Antonio Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3878] Mónica Martínez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1538] Mónica Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4549] Luis Romero
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2945] Pedro Romero
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7477] Antonio Martínez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9725] Pedro Álvarez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5124] Laura Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7079] Javier Martínez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3349] Luis Romero
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1339] Javier Álvarez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5934] Rosa Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9026] Sofía López
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6166] Sofía Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3774] Rosa Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4586] Sofía Torres
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4509] Luis Muñoz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2314] Rosa Sánchez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1514] Rosa Sánchez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6817] Antonio Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4730] Elena Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8792] Patricia Gómez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4238] Mónica López
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7671] Roberto Jiménez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9594] Rosa Gómez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10926] Sofía Álvarez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6491] Roberto Morales
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6641] Carlos Rodríguez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9473] Miguel Martínez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4700] Ana Sánchez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7992] Patricia Gómez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10874] Rosa Jiménez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9495] Fernando Pérez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1054] Rosa Rodríguez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8310] Elena Sánchez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8583] Juan Torres
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10978] Mónica Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9627] Diego Ruiz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2574] Rosa Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9382] María Torres
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6919] Javier Muñoz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3267] Diego Jiménez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8677] Antonio Martínez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8978] Mónica Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4885] Pedro Morales
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2991] Roberto Torres
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9125] Pedro Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2555] Fernando Romero
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3655] Fernando Hernández
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5688] Carmen Morales
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4443] Juan Hernández
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1799] Javier Torres
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6957] Antonio Romero
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5590] Elena Gómez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2146] Sofía Romero
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4827] Diego Ruiz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6325] Pedro Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6867] Diego Jiménez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1244] Laura Hernández
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9323] Juan Álvarez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1551] Roberto Cruz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8569] Luis Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1077] Antonio Martínez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4944] Laura Romero
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1217] Antonio Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4259] Javier Rodríguez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3987] Diego Gómez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9020] Ana López
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4972] Patricia Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10018] Mónica Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1788] Carmen Torres
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8700] Ana Sánchez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1618] Mónica Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2693] Miguel Pérez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5087] Diego Pérez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2599] Javier Torres
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4451] Roberto Hernández
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10232] Patricia López
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8348] Carmen Cruz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2939] Javier Álvarez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2081] Carlos Morales
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6014] Rosa Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10461] Carlos Jiménez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6338] Mónica Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7785] Pedro Torres
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1660] Ana Jiménez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1972] Patricia Flores
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2165] Pedro Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5649] Luis Hernández
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3397] Antonio Torres
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10917] Antonio Muñoz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5458] Mónica Rodríguez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7684] Laura Morales
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9798] Mónica Torres
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6790] Elena Gómez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2848] Carmen Hernández
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9350] Elena Romero
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2428] Carmen Ruiz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1724] Laura Álvarez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3615] Fernando Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5499] Javier Pérez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2811] Roberto Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2683] Juan Pérez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3317] Antonio Muñoz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2105] Pedro Muñoz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1993] Miguel Gómez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7704] Laura Muñoz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2060] Ana Jiménez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9408] Carmen García
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9073] Miguel Martínez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8732] Patricia Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6169] Luis Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4579] Javier Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6610] Elena García
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2116] Isabel Muñoz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10198] Mónica Torres
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5929] Luis Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1227] Diego Ruiz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4002] María Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4671] Roberto Martínez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2805] Pedro Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3758] Mónica Romero
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8121] Carlos Álvarez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2068] Carmen Jiménez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [1164] Laura Flores
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4006] Sofía Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8812] Patricia Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2857] Antonio Hernández
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9197] Antonio Gómez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6937] Antonio Álvarez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7570] Elena Flores
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [4166] Sofía Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2010] Elena Díaz
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8876] Isabel Jiménez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2223] Juan López
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8251] Roberto Rodríguez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9736] Isabel Álvarez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10226] Sofía López
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2227] Diego López
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8535] Fernando Álvarez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [7963] Juan Flores
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10174] Rosa Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2201] Carlos García
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8336] Isabel Ramírez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [3348] Carmen Romero
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [9085] Pedro Pérez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10569] Luis Navarro
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [2231] Roberto López
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [6132] Patricia Álvarez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [10077] Antonio Jiménez
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [5820] Ana López
[2025-09-11 22:48:54] INSERCION: Empleado insertado en árbol: [8236] Isabel López
